dominio;documento;nome;uf;cidade;cep;data_cadastro;ultima_atualizacao;ticket
ccom.gov.br;001.175.497/0001-41;Agencia Brasileira de Inteligencia;DF;Brasília;70610-200;16/12/1999 10:49;18/11/2014 13:15;232839
cepesc.gov.br;001.175.497/0001-41;Agencia Brasileira de Inteligencia;DF;Brasília;70610-200;01/01/1996 12:00;18/11/2014 13:16;0
cin-sci.gov.br;001.175.497/0001-41;Agencia Brasileira de Inteligencia;DF;Brasília;70610-200;03/10/1995 12:00;18/11/2014 13:14;4190
dinf.gov.br;001.175.497/0001-41;Agencia Brasileira de Inteligencia;DF;Brasília;70610-200;23/03/2000 19:59;18/11/2014 13:16;279803
dte.gov.br;001.175.497/0001-41;Agencia Brasileira de Inteligencia;DF;Brasília;70610-200;23/02/1999 00:23;18/11/2014 13:17;142726
linuxseguro.gov.br;001.175.497/0001-41;Agencia Brasileira de Inteligencia;DF;Brasília;70610-200;29/04/2004 23:58;18/11/2014 13:18;1611339
ls.gov.br;001.175.497/0001-41;Agencia Brasileira de Inteligencia;DF;Brasília;70610-200;29/04/2004 23:58;18/11/2014 13:18;1611341
orint.gov.br;001.175.497/0001-41;Agencia Brasileira de Inteligencia;DF;Brasília;70610-200;02/12/1999 19:22;18/11/2014 13:19;224288
sisbin.gov.br;001.175.497/0001-41;Agencia Brasileira de Inteligencia;DF;Brasília;70610-200;25/05/2005 12:05;18/11/2014 13:19;2158741
geres.gov.br;001.206.116/0001-44;Grupo Executivo P Recup Econ do Est Esp Santo;ES;Vitoria;29010-901;24/08/2000 11:57;04/03/2006 19:36;404029
casabrasil.gov.br;001.263.896/0003-26;Ministério da Ciência, Tecnologia e Inovação;DF;Brasília;70067-900;22/02/2006 15:07;04/02/2013 17:38;2629511
ctnbio.gov.br;001.263.896/0003-26;Ministério da Ciência, Tecnologia e Inovação;DF;Brasília;70067-900;19/06/2000 19:05;04/02/2013 17:39;354889
mct.gov.br;001.263.896/0003-26;Ministério da Ciência, Tecnologia e Inovação;DF;Brasília;70067-900;01/01/1996 12:00;22/01/2016 20:08;0
mcti.gov.br;001.263.896/0003-26;Ministério da Ciência, Tecnologia e Inovação;DF;Brasília;70067-900;31/10/2011 11:50;25/01/2016 18:41;8985644
redebrasil.gov.br;001.263.896/0003-26;Ministério da Ciência, Tecnologia e Inovação;DF;Brasília;70067-900;21/07/2003 13:31;04/02/2013 17:39;1275952
int.gov.br;001.263.896/0004-07;Instituto Nacional de Tecnologia;RJ;Rio de Janeiro;20081-312;11/11/1998 16:07;05/12/2012 13:49;123432
cemaden.gov.br;001.263.896/0005-98;INSTITUTO NACIONAL DE PESQUISAS ESPACIAIS;SP;São José dos Campos;12227-010;30/09/2011 13:19;12/09/2013 14:35;8851138
inpa.gov.br;001.263.896/0015-60;INSTITUTO NACIONAL DE PESQUISAS DA AMAZONIA;AM;Manaus;69067-375;28/07/1997 12:00;21/05/2013 14:23;49011
inpe.gov.br;001.263.896/0016-40;Instituto Nacional de Pesquisas Espaciais;SP;São José dos Campos;12227-010;20/08/1999 19:24;04/03/2010 19:52;187057
insa.gov.br;001.263.896/0019-93;Instituto Nacional do Semi-Árido-INSA;PB;Campina Grande;58100-000;23/10/2006 12:53;26/06/2009 11:52;3113287
cetene.gov.br;001.263.896/0021-08;Ministério da Ciência, Tecnologia e Inovação;PE;Recife;50740-545;26/06/2007 19:28;05/08/2015 13:00;3636218
rrc.gov.br;001.263.896/0021-08;Ministério da Ciência, Tecnologia e Inovação;PE;Recife;50740-545;27/10/2015 11:26;27/10/2015 11:26;14852395
brasilia2010.gov.br;001.264.142/0002-00;Ministério da Cultura;DF;Brasília;70308-200;02/02/2010 15:56;04/07/2014 11:03;6485016
copadacultura.gov.br;001.264.142/0002-00;Ministério da Cultura;DF;Brasília;70308-200;30/12/2005 18:02;07/01/2015 17:02;2539441
cultura.gov.br;001.264.142/0002-00;Ministério da Cultura;DF;Brasília;70308-200;16/08/1996 12:00;12/05/2014 22:56;14100
culturaviva.gov.br;001.264.142/0002-00;Ministério da Cultura;DF;Brasília;70308-200;17/09/2015 17:46;17/09/2015 17:46;14669233
minc.gov.br;001.264.142/0002-00;Ministério da Cultura;DF;Brasília;70308-200;30/10/1995 12:00;04/07/2014 11:20;4416
mincrj.gov.br;001.264.142/0002-00;Ministério da Cultura;DF;Brasília;70308-200;06/08/1998 16:57;21/03/2013 19:26;109080
mincsp.gov.br;001.264.142/0002-00;Ministério da Cultura;DF;Brasília;70308-200;21/06/2002 15:09;21/03/2013 19:26;896763
monumenta.gov.br;001.264.142/0002-00;Ministério da Cultura;DF;Brasília;70308-200;25/06/2001 18:04;07/01/2015 17:03;578452
pracas.gov.br;001.264.142/0002-00;Ministério da Cultura;DF;Brasília;70308-200;23/05/2011 15:06;21/03/2013 19:26;8268448
querovercultura.gov.br;001.264.142/0002-00;Ministério da Cultura;DF;Brasília;70308-200;15/12/2015 13:08;15/12/2015 13:08;15015025
vivaleitura.gov.br;001.264.142/0002-00;Ministério da Cultura;DF;Brasília;70308-200;20/12/2004 17:56;07/01/2015 17:04;1938732
pnll.gov.br;001.264.142/0007-14;Ministério da Cultura;DF;Brasília;70308-200;07/03/2006 17:17;07/01/2015 17:03;2666037
programadorabrasil.gov.br;001.264.142/0023-34;MINISTÉRIO DA CULTURA / CINEMATECA BRASILEIRA;SP;São Paulo;04021-020;30/09/2014 11:02;30/09/2014 11:02;13358007
trt.gov.br;001.298.583/0001-41;TRIBUNAL REGIONAL DO TRABALHO DA 3A REGIAO;MG;Belo Horizonte;30112-020;22/04/1996 12:00;18/03/2015 15:38;7055
trt3.gov.br;001.298.583/0001-41;TRIBUNAL REGIONAL DO TRABALHO DA 3A REGIAO;MG;Belo Horizonte;30112-020;29/08/2007 15:41;18/03/2015 15:43;3863807
trt20.gov.br;001.445.033/0001-08;TRIBUNAL REGIONAL DO TRABALHO DA 20A. REGIAO;SE;Aracaju;49080-190;06/12/1997 11:00;13/09/2007 13:51;73545
trt8.gov.br;001.547.343/0001-33;TRIBUNAL REGIONAL DO TRABALHO - 8A REGIAO;PA;Belém;66050-100;29/10/1996 11:00;20/05/2015 16:09;20714
amapa.gov.br;001.591.392/0001-73;PRODAP - C. de Gestão da Tecnologia da Informação;AP;Macapá;68900-110;16/01/1998 12:26;09/03/2016 18:40;82660
ap.gov.br;001.591.392/0001-73;PRODAP - C. de Gestão da Tecnologia da Informação;AP;Macapá;68900-110;21/10/1998 11:00;10/03/2016 18:07;122622
agriculturafamiliar.gov.br;001.612.452/0001-97;Ministerio do Desenvolvimento Agrario;DF;Brasília;70054-900;27/06/2000 20:05;10/03/2015 17:24;369570
aiaf2014.gov.br;001.612.452/0001-97;Ministerio do Desenvolvimento Agrario;DF;Brasília;70054-900;18/02/2014 14:41;08/06/2015 22:26;12510135
bancodaterra.gov.br;001.612.452/0001-97;Ministerio do Desenvolvimento Agrario;DF;Brasília;70054-900;27/06/2000 20:05;16/11/2010 13:08;371252
cnater.gov.br;001.612.452/0001-97;Ministerio do Desenvolvimento Agrario;DF;Brasília;70054-900;15/09/2015 14:41;15/09/2015 14:41;14619667
cndrs.gov.br;001.612.452/0001-97;Ministerio do Desenvolvimento Agrario;DF;Brasília;70054-900;27/06/2000 20:05;16/11/2010 13:07;371258
cnir.gov.br;001.612.452/0001-97;Ministerio do Desenvolvimento Agrario;DF;Brasília;70054-900;18/10/2001 19:19;16/11/2010 13:07;654887
condraf.gov.br;001.612.452/0001-97;Ministerio do Desenvolvimento Agrario;DF;Brasília;70054-900;01/06/2016 19:43;01/06/2016 19:43;15654749
convivio.gov.br;001.612.452/0001-97;Ministerio do Desenvolvimento Agrario;DF;Brasília;70054-900;18/07/2001 19:21;16/11/2010 13:07;602728
ctis.gov.br;001.612.452/0001-97;Ministerio do Desenvolvimento Agrario;DF;Brasília;70054-900;01/06/2000 18:50;16/11/2010 13:07;345437
desenvolvimentoagrario.gov.br;001.612.452/0001-97;Ministerio do Desenvolvimento Agrario;DF;Brasília;70054-900;22/05/2000 18:31;02/09/2015 21:18;339594
desenvolvimentorural.gov.br;001.612.452/0001-97;Ministerio do Desenvolvimento Agrario;DF;Brasília;70054-900;20/06/2013 18:03;08/06/2015 22:41;11588729
emdiacomopronaf.gov.br;001.612.452/0001-97;Ministerio do Desenvolvimento Agrario;DF;Brasília;70054-900;28/10/2015 14:10;28/10/2015 14:39;14806933
mda.gov.br;001.612.452/0001-97;Ministerio do Desenvolvimento Agrario;DF;Brasília;70054-900;22/05/2000 18:31;08/06/2015 21:57;339586
pndrss.gov.br;001.612.452/0001-97;Ministerio do Desenvolvimento Agrario;DF;Brasília;70054-900;15/01/2015 20:37;08/06/2015 22:34;13701811
pronera.gov.br;001.612.452/0001-97;Ministerio do Desenvolvimento Agrario;DF;Brasília;70054-900;27/06/2000 20:05;16/11/2010 13:07;371259
reformaagraria.gov.br;001.612.452/0001-97;Ministerio do Desenvolvimento Agrario;DF;Brasília;70054-900;22/05/2000 18:31;16/11/2010 13:07;339590
territoriosdacidadania.gov.br;001.612.452/0001-97;Ministerio do Desenvolvimento Agrario;DF;Brasília;70054-900;19/02/2008 19:56;24/02/2015 21:27;4216803
territoriosrurais.gov.br;001.612.452/0001-97;Ministerio do Desenvolvimento Agrario;DF;Brasília;70054-900;08/03/2016 17:43;08/03/2016 17:43;15316288
crecigo.gov.br;001.638.121/0001-26;CONSELHO REG. DE CORRETORES DE IMOVEIS 5ªREGIAO/GO;GO;Goiânia;74810-240;01/03/2011 13:55;13/12/2012 17:40;7968449
trt11.gov.br;001.671.187/0001-18;Tribunal Regional do Trabalho - 11ª Região;AM;Manaus;69020-130;11/12/1997 11:00;13/04/2011 16:17;74971
inep.gov.br;001.678.363/0001-43;INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIO;DF;Brasília;70340-909;07/06/1995 12:00;30/08/2011 20:04;0
saemec.gov.br;001.678.363/0001-43;INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIO;DF;Brasília;70340-909;13/10/1998 19:10;25/11/1998 12:00;121239
crq12.gov.br;001.759.984/0001-51;Conselho Regional de Química da 12a Região;GO;Goiânia;74180-070;24/10/2014 12:58;17/02/2016 10:03;13405959
to.gov.br;001.786.011/0001-01;Governo do Estado do Tocantins;TO;Palmas;77001-002;02/02/1998 11:00;17/08/2015 20:42;84697
faesa-oscip.gov.br;002.005.173/0001-28;FEDERAÇÃO DAS ASSOC. E ENTID. P/ DESENV. SEMIÁRIDO;BA;Jaguarari;48967-000;17/05/2004 18:47;17/05/2004 15:47;1633530
trt10.gov.br;002.011.574/0001-90;TRIBUNAL REGIONAL DO TRABALHO DA 10A. REGIAO;DF;Brasília;70097-900;23/01/1996 12:00;29/08/2006 19:51;5134
cgtee.gov.br;002.016.507/0004-01;Companhia de Geração Termica de Energia Eletrica;RS;Porto Alegre;90010-190;11/07/2000 13:28;14/09/2013 15:23;377572
anatel.gov.br;002.030.715/0001-12;AGENCIA NACIONAL DE TELECOMUNICACOES - ANATEL;DF;Brasília;70070-940;22/07/1997 12:00;26/11/2015 17:36;48284
aneel.gov.br;002.270.669/0001-29;ANEEL - Agência Nacional de Energia Elétrica;DF;Brasília;70830-030;16/01/1998 12:21;20/09/2011 21:11;80028
baciadoprata.gov.br;002.270.669/0001-29;ANEEL - Agência Nacional de Energia Elétrica;DF;Brasília;70830-030;23/03/1999 18:05;15/12/2011 20:15;149111
citenel.gov.br;002.270.669/0001-29;ANEEL - Agência Nacional de Energia Elétrica;DF;Brasília;70830-030;08/04/2011 16:02;22/10/2014 17:24;8140543
mpes.gov.br;002.304.470/0001-74;Ministério Público do Estado do Espírito Santo;ES;Vitória;29050-265;14/09/2001 16:51;28/01/2010 20:20;640020
anp.gov.br;002.313.673/0001-27;Agência Nacional do Petróleo, Gás Natural e Bioco.;RJ;Rio de Janeiro;20090-004;02/02/1998 11:14;18/08/2015 12:31;84599
bdep.gov.br;002.313.673/0002-08;Agência Nacional do Petróleo, Gás Natural e Bioco.;RJ;Rio de Janeiro;20090-004;21/09/2001 12:54;18/08/2015 11:50;640628
brasil-rounds.gov.br;002.313.673/0002-08;Agência Nacional do Petróleo, Gás Natural e Bioco.;RJ;Rio de Janeiro;20090-004;19/10/2001 10:56;18/08/2015 12:28;659465
brazil-rounds.gov.br;002.313.673/0002-08;Agência Nacional do Petróleo, Gás Natural e Bioco.;RJ;Rio de Janeiro;20090-004;24/10/2000 22:43;18/08/2015 12:26;446016
brazilrounds.gov.br;002.313.673/0002-08;Agência Nacional do Petróleo, Gás Natural e Bioco.;RJ;Rio de Janeiro;20090-004;10/10/2000 17:47;18/08/2015 11:57;436444
educacaofiscal.gov.br;002.317.176/0001-05;Escola de Administração Fazendária;DF;Brasília;71686-900;20/12/2001 18:58;20/12/2001 16:58;699467
egressos-esaf.gov.br;002.317.176/0001-05;Escola de Administração Fazendária;DF;Brasília;71686-900;22/11/2002 15:09;22/11/2002 13:09;1009312
gdfaz.gov.br;002.317.176/0001-05;Escola de Administração Fazendária;DF;Brasília;71686-900;20/12/2001 18:58;20/12/2001 16:58;699472
manausenergia.gov.br;002.341.467/0003-92;Manaus Energia S/A;AM;Manaus;69005-141;10/05/2006 13:29;08/05/2008 14:13;2754242
crbio01.gov.br;002.366.047/0001-07;Conselho Regional de Biologia;SP;São Paulo;04001-083;22/01/2009 10:18;17/02/2015 03:12;5161309
trt18.gov.br;002.395.868/0001-63;Tribunal Regional do Trabalho da 18ª Região;GO;Goiânia;74215-901;13/05/1998 12:21;08/12/2011 03:59;95194
crbio-02.gov.br;002.452.608/0001-82;Conselho Regional Biologia 2ª Reg RJ/ES;RJ;Rio de Janeiro;20031-010;16/02/2009 11:03;16/02/2009 11:03;5228642
crbio02.gov.br;002.452.608/0001-82;Conselho Regional Biologia 2ª Reg RJ/ES;RJ;Rio de Janeiro;20031-010;16/02/2009 11:18;16/02/2009 11:18;5228657
crbio2.gov.br;002.452.608/0001-82;Conselho Regional Biologia 2ª Reg RJ/ES;RJ;Rio de Janeiro;20031-010;16/01/2015 13:03;16/01/2015 13:03;13717675
tecnojusc.gov.br;002.482.005/0001-23;TRIBUNAL REGIONAL DO TRABALHO 12 REGIAO;SC;Florianópolis;88015-905;20/08/2001 18:42;18/11/2003 11:41;626127
trt12.gov.br;002.482.005/0001-23;TRIBUNAL REGIONAL DO TRABALHO 12 REGIAO;SC;Florianópolis;88015-905;06/09/1997 12:00;29/05/2013 15:19;56395
trtes.gov.br;002.488.507/0001-61;Tribunal Regional do Trabalho 17ª Região;ES;Vitória;29010-190;07/08/2007 17:07;15/08/2015 04:46;3761923
crbio-4.gov.br;002.505.297/0001-72;Conselho Regional de Biologia - 4 região;MG;Belo Horizonte;30180-001;27/11/2008 11:36;09/12/2014 14:04;5076795
crbio04.gov.br;002.505.297/0001-72;Conselho Regional de Biologia - 4 região;MG;Belo Horizonte;30180-001;25/11/2008 12:27;09/12/2014 14:04;5076779
trt4.gov.br;002.520.619/0001-52;Tribunal Regional do Trabalho da 4 Regiao;RS;Porto Alegre;90110-903;15/05/1997 12:00;22/03/2014 23:06;39445
teleceara.gov.br;002.558.134/0001-58;Tele Norte Leste Participações S.A.;RJ;Rio de Janeiro;20031-170;01/01/1996 12:00;03/08/2015 19:03;0
trt01.gov.br;002.578.421/0001-20;Tribunal Regional do Trabalho da 1a Região;RJ;Rio de Janeiro;20020-010;05/06/2007 11:32;17/03/2016 20:31;3639141
trtrio.gov.br;002.578.421/0001-20;Tribunal Regional do Trabalho da 1a Região;RJ;Rio de Janeiro;20020-010;12/08/1997 12:00;17/03/2016 20:32;51508
crtr14.gov.br;002.873.120/0001-29;CONSELHO REGIONAL DE TÉCNICO EM RADIOLOGIA 14ª REG;PA;Belém;66095-632;20/03/2015 14:57;20/03/2015 14:57;13952375
bid2002brasil.gov.br;002.927.863/0001-34;Ministerio do Planejamento, Orcamento e Gestao;DF;Brasília;70046-900;14/11/2001 17:57;22/01/2014 17:32;680509
colab.gov.br;002.927.863/0001-34;Ministerio do Planejamento, Orcamento e Gestao;DF;Brasília;70046-900;15/10/2014 09:44;15/10/2014 09:44;13442567
d.gov.br;002.927.863/0001-34;Ministerio do Planejamento, Orcamento e Gestao;DF;Brasília;70046-900;16/03/2000 22:35;22/01/2014 17:32;288085
gestaopublica.gov.br;002.927.863/0001-34;Ministerio do Planejamento, Orcamento e Gestao;DF;Brasília;70046-900;23/10/2000 17:04;22/01/2014 17:32;451899
governoeletronico.gov.br;002.927.863/0001-34;Ministerio do Planejamento, Orcamento e Gestao;DF;Brasília;70046-900;11/12/2000 11:56;22/01/2014 17:32;480986
infra-estruturabrasil.gov.br;002.927.863/0001-34;Ministerio do Planejamento, Orcamento e Gestao;DF;Brasília;70046-900;01/09/2000 15:25;22/01/2014 17:32;417422
infraestruturabrasil.gov.br;002.927.863/0001-34;Ministerio do Planejamento, Orcamento e Gestao;DF;Brasília;70046-900;01/09/2000 15:25;22/01/2014 17:33;411465
infrastructurebrazil.gov.br;002.927.863/0001-34;Ministerio do Planejamento, Orcamento e Gestao;DF;Brasília;70046-900;01/09/2000 15:25;22/01/2014 17:33;411467
investinbrazil.gov.br;002.927.863/0001-34;Ministerio do Planejamento, Orcamento e Gestao;DF;Brasília;70046-900;17/03/2000 18:55;22/01/2014 17:33;288574
pen.gov.br;002.927.863/0001-34;Ministerio do Planejamento, Orcamento e Gestao;DF;Brasília;70046-900;15/10/2014 09:44;15/10/2014 09:44;13442429
planejamento.gov.br;002.927.863/0001-34;Ministerio do Planejamento, Orcamento e Gestao;DF;Brasília;70046-900;28/10/1999 18:51;14/07/2015 13:46;214372
planobrasil.gov.br;002.927.863/0001-34;Ministerio do Planejamento, Orcamento e Gestao;DF;Brasília;70046-900;09/05/2003 19:52;22/01/2014 17:33;1205422
premio-e.gov.br;002.927.863/0001-34;Ministerio do Planejamento, Orcamento e Gestao;DF;Brasília;70046-900;10/09/2002 15:02;14/07/2015 14:26;963854
processoeletronico.gov.br;002.927.863/0001-34;Ministerio do Planejamento, Orcamento e Gestao;DF;Brasília;70046-900;15/10/2014 09:44;15/10/2014 09:44;13442571
processoeletroniconacional.gov.br;002.927.863/0001-34;Ministerio do Planejamento, Orcamento e Gestao;DF;Brasília;70046-900;15/10/2014 09:44;15/10/2014 09:44;13442554
redesocial.gov.br;002.927.863/0001-34;Ministerio do Planejamento, Orcamento e Gestao;DF;Brasília;70046-900;25/06/2001 19:13;22/01/2014 17:34;591267
sei.gov.br;002.927.863/0001-34;Ministerio do Planejamento, Orcamento e Gestao;DF;Brasília;70046-900;15/10/2014 09:44;15/10/2014 09:44;13442575
servidor.gov.br;002.927.863/0001-34;Ministerio do Planejamento, Orcamento e Gestao;DF;Brasília;70046-900;28/10/1999 18:51;22/01/2014 17:34;214379
sigplan.gov.br;002.927.863/0001-34;Ministerio do Planejamento, Orcamento e Gestao;DF;Brasília;70046-900;20/08/2001 19:14;22/01/2014 17:34;626302
abcd.gov.br;002.961.362/0001-74;ME - Ministerio do Esporte;DF;Brasília;70610-440;17/07/2012 14:52;17/07/2012 14:52;10111463
brasil2016.gov.br;002.961.362/0001-74;ME - Ministerio do Esporte;DF;Brasília;70610-440;23/10/2013 13:42;23/10/2013 13:42;12121014
copa2014.gov.br;002.961.362/0001-74;ME - Ministerio do Esporte;DF;Brasília;70610-440;25/05/2010 19:48;11/12/2013 13:45;6904353
diesporte.gov.br;002.961.362/0001-74;ME - Ministerio do Esporte;DF;Brasília;70610-440;18/06/2015 17:31;18/06/2015 19:13;14301400
esporte.gov.br;002.961.362/0001-74;ME - Ministerio do Esporte;DF;Brasília;70610-440;22/01/2003 11:34;19/04/2008 23:43;1061511
jmpi2015.gov.br;002.961.362/0001-74;ME - Ministerio do Esporte;DF;Brasília;70610-440;18/06/2015 20:12;18/06/2015 20:12;14301957
portaldacopa.gov.br;002.961.362/0001-74;ME - Ministerio do Esporte;DF;Brasília;70610-440;09/11/2011 12:25;03/07/2014 13:10;9097409
torcidalegal.gov.br;002.961.362/0001-74;ME - Ministerio do Esporte;DF;Brasília;70610-440;26/05/2011 18:17;26/05/2011 18:17;8254264
voluntariado.gov.br;002.961.362/0001-74;ME - Ministerio do Esporte;DF;Brasília;70610-440;24/10/2013 10:06;24/10/2013 10:06;12162272
worldcup2014.gov.br;002.961.362/0001-74;ME - Ministerio do Esporte;DF;Brasília;70610-440;25/05/2010 19:48;11/06/2014 18:19;6904342
brasilvoluntario.gov.br;002.973.091/0001-77;Ministério do Esporte;DF;Brasília;70750-541;16/11/2012 19:07;28/02/2014 20:45;10719025
profae.gov.br;003.009.608/0001-75;Secretaria de Gestão de Investimentos em Saúde;DF;Brasília;70058-900;21/11/2001 17:47;01/02/2006 20:10;682101
anvisa.gov.br;003.112.386/0001-11;Agencia Nacional de Vigilancia Sanitaria;DF;Brasília;71205-050;19/05/2000 13:53;19/11/2015 18:21;342060
anvs.gov.br;003.112.386/0001-11;Agencia Nacional de Vigilancia Sanitaria;DF;Brasília;71205-050;22/08/2000 11:36;19/11/2015 18:21;404655
clicksaudavel.gov.br;003.112.386/0001-11;Agencia Nacional de Vigilancia Sanitaria;DF;Brasília;71205-050;28/01/2015 13:42;19/11/2015 18:21;13764271
vigilanciasanitaria.gov.br;003.112.386/0001-11;Agencia Nacional de Vigilancia Sanitaria;DF;Brasília;71205-050;22/08/2000 11:36;19/11/2015 18:22;404720
ctlivre.gov.br;003.132.745/0001-00;Ministério da Ciência e Tecnologia;DF;Brasília;70067-900;16/11/2004 10:22;04/02/2013 17:38;1875160
bancodeconteudos.gov.br;003.221.904/0001-35;Ministerio da Cultura;SP;São Paulo;04021-070;12/02/2010 17:00;14/04/2015 19:40;6496733
bcc.gov.br;003.221.904/0001-35;Ministerio da Cultura;SP;São Paulo;04021-070;12/02/2010 17:00;14/04/2015 19:40;6496729
cinemateca.gov.br;003.221.904/0001-35;Ministerio da Cultura;SP;São Paulo;04021-070;20/05/2004 15:53;14/04/2015 19:44;1641397
ctav.gov.br;003.221.904/0001-35;Ministerio da Cultura;SP;São Paulo;04021-070;10/03/2006 13:14;07/01/2015 17:02;2663201
brasilcentral.gov.br;003.230.476/0001-07;Sec. de Estado de Plan. e Orçamento do DF;DF;Brasília;70620-000;16/09/2015 19:09;16/09/2015 19:09;14653175
df.gov.br;003.230.476/0001-07;Sec. de Estado de Plan. e Orçamento do DF;DF;Brasília;70620-000;15/08/1996 12:00;30/08/2015 19:11;14006
gdf.gov.br;003.230.476/0001-07;Sec. de Estado de Plan. e Orçamento do DF;DF;Brasília;70620-000;07/04/1995 12:00;23/06/2014 14:13;0
sp-trt.gov.br;003.241.738/0001-39;Tribunal Regional do Trabalho da 2a Regiao;SP;São Paulo;01139-001;11/06/1999 19:04;15/02/2016 21:10;168323
sptrt.gov.br;003.241.738/0001-39;Tribunal Regional do Trabalho da 2a Regiao;SP;São Paulo;01139-001;11/06/1999 19:34;15/02/2016 21:10;168325
trt-02.gov.br;003.241.738/0001-39;Tribunal Regional do Trabalho da 2a Regiao;SP;São Paulo;01139-001;11/06/1999 19:34;15/02/2016 21:12;168328
trt-sp.gov.br;003.241.738/0001-39;Tribunal Regional do Trabalho da 2a Regiao;SP;São Paulo;01139-001;11/06/1999 19:04;15/02/2016 21:13;168315
trt02.gov.br;003.241.738/0001-39;Tribunal Regional do Trabalho da 2a Regiao;SP;São Paulo;01139-001;08/08/1996 12:00;15/02/2016 21:13;13553
trt2.gov.br;003.241.738/0001-39;Tribunal Regional do Trabalho da 2a Regiao;SP;São Paulo;01139-001;11/06/1999 19:34;15/02/2016 21:14;168327
trtsp.gov.br;003.241.738/0001-39;Tribunal Regional do Trabalho da 2a Regiao;SP;São Paulo;01139-001;10/06/1999 20:59;15/02/2016 21:15;168099
trtwap.gov.br;003.241.738/0001-39;Tribunal Regional do Trabalho da 2a Regiao;SP;São Paulo;01139-001;25/10/2000 12:50;15/02/2016 21:16;442480
trt14.gov.br;003.326.815/0001-53;TRIBUNAL REGIONAL DO TRABALHO-14a.REGIÃO;RO;Porto Velho;78900-000;14/10/1999 18:13;22/11/2014 20:38;207068
cenad.gov.br;003.353.358/0001-96;MINISTERIO DA INTEGRACAO NACIONAL;DF;Brasília;70067-901;28/03/2006 15:27;08/06/2015 17:45;2687107
defencil.gov.br;003.353.358/0001-96;MINISTERIO DA INTEGRACAO NACIONAL;DF;Brasília;70067-901;10/09/2009 19:54;04/05/2016 19:17;5979409
defesacivil.gov.br;003.353.358/0001-96;MINISTERIO DA INTEGRACAO NACIONAL;DF;Brasília;70067-901;28/04/2000 13:50;08/06/2015 17:46;303547
integracao.gov.br;003.353.358/0001-96;MINISTERIO DA INTEGRACAO NACIONAL;DF;Brasília;70067-901;16/02/2000 17:16;25/09/2013 17:50;258232
